 test, q,bot_pos,button_pos,fire_pos,Winnability, result1, result2, result3, result4, t1, t2, t3, t4, final_path1, final_path2, final_path3, final_path4
500,0.15,"(34, 1)","(17, 28)","(1, 34)",1,1,1,1,1,52,52,52,52,"[(34, 0), (33, 0), (32, 0), (32, 1), (31, 1), (31, 2), (31, 3), (30, 3), (29, 3), (28, 3), (28, 4), (27, 4), (26, 4), (26, 5), (25, 5), (24, 5), (23, 5), (22, 5), (22, 6), (21, 6), (20, 6), (20, 7), (20, 8), (19, 8), (18, 8), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (16, 17), (16, 18), (15, 18), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (15, 24), (15, 25), (16, 25), (16, 26), (17, 26), (18, 26), (18, 27), (18, 28), (17, 28)]","[(34, 0), (33, 0), (32, 0), (32, 1), (31, 1), (31, 2), (31, 3), (30, 3), (29, 3), (28, 3), (28, 4), (27, 4), (26, 4), (26, 5), (25, 5), (24, 5), (23, 5), (22, 5), (22, 6), (21, 6), (20, 6), (20, 7), (20, 8), (19, 8), (18, 8), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (16, 17), (16, 18), (15, 18), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (15, 24), (15, 25), (16, 25), (16, 26), (17, 26), (18, 26), (18, 27), (18, 28), (17, 28)]","[(34, 0), (33, 0), (32, 0), (32, 1), (31, 1), (31, 2), (31, 3), (30, 3), (29, 3), (28, 3), (28, 4), (27, 4), (26, 4), (26, 5), (25, 5), (24, 5), (23, 5), (22, 5), (22, 6), (21, 6), (20, 6), (20, 7), (20, 8), (19, 8), (18, 8), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (16, 17), (16, 18), (15, 18), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (15, 24), (15, 25), (16, 25), (16, 26), (17, 26), (18, 26), (18, 27), (18, 28), (17, 28)]","[(34, 0), (33, 0), (32, 0), (32, 1), (31, 1), (31, 2), (31, 3), (30, 3), (29, 3), (28, 3), (28, 4), (27, 4), (26, 4), (26, 5), (25, 5), (24, 5), (23, 5), (22, 5), (22, 6), (21, 6), (20, 6), (20, 7), (20, 8), (19, 8), (18, 8), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (16, 17), (16, 18), (15, 18), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (15, 24), (15, 25), (16, 25), (16, 26), (17, 26), (18, 26), (18, 27), (18, 28), (17, 28)]"
501,0.6,"(0, 19)","(34, 7)","(11, 36)",1,1,1,1,1,46,46,46,56,"[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (10, 17), (10, 16), (11, 16), (12, 16), (12, 15), (13, 15), (13, 14), (14, 14), (14, 13), (15, 13), (16, 13), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (21, 11), (22, 11), (23, 11), (24, 11), (25, 11), (26, 11), (27, 11), (27, 10), (28, 10), (29, 10), (29, 9), (30, 9), (31, 9), (32, 9), (32, 8), (33, 8), (33, 7), (34, 7)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (10, 17), (10, 16), (11, 16), (12, 16), (12, 15), (13, 15), (13, 14), (14, 14), (14, 13), (15, 13), (16, 13), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (21, 11), (22, 11), (23, 11), (24, 11), (25, 11), (26, 11), (27, 11), (27, 10), (28, 10), (29, 10), (29, 9), (30, 9), (31, 9), (32, 9), (32, 8), (33, 8), (33, 7), (34, 7)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (10, 17), (10, 16), (11, 16), (12, 16), (12, 15), (13, 15), (13, 14), (14, 14), (14, 13), (15, 13), (16, 13), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (21, 11), (22, 11), (23, 11), (24, 11), (25, 11), (26, 11), (27, 11), (27, 10), (28, 10), (29, 10), (29, 9), (30, 9), (31, 9), (32, 9), (32, 8), (33, 8), (33, 7), (34, 7)]","[(1, 19), (2, 19), (3, 19), (3, 18), (3, 17), (3, 16), (4, 16), (5, 16), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (9, 14), (10, 14), (10, 13), (10, 12), (11, 12), (12, 12), (12, 11), (13, 11), (13, 10), (13, 9), (14, 9), (15, 9), (16, 9), (16, 8), (17, 8), (17, 7), (18, 7), (19, 7), (20, 7), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (24, 9), (25, 9), (26, 9), (26, 8), (27, 8), (28, 8), (28, 7), (28, 6), (28, 5), (29, 5), (29, 4), (30, 4), (31, 4), (32, 4), (32, 5), (33, 5), (33, 6), (33, 7), (34, 7)]"
502,0.1,"(35, 27)","(37, 20)","(15, 30)",1,1,1,1,1,11,11,11,11,"[(35, 26), (35, 25), (36, 25), (37, 25), (38, 25), (38, 24), (38, 23), (38, 22), (38, 21), (37, 21), (37, 20)]","[(35, 26), (35, 25), (36, 25), (37, 25), (38, 25), (38, 24), (38, 23), (38, 22), (38, 21), (37, 21), (37, 20)]","[(35, 26), (35, 25), (36, 25), (37, 25), (38, 25), (38, 24), (38, 23), (38, 22), (38, 21), (37, 21), (37, 20)]","[(35, 26), (35, 25), (36, 25), (37, 25), (38, 25), (38, 24), (38, 23), (38, 22), (38, 21), (37, 21), (37, 20)]"
503,0.65,"(0, 6)","(3, 8)","(34, 34)",1,1,1,1,1,5,5,5,5,"[(0, 7), (1, 7), (1, 8), (2, 8), (3, 8)]","[(0, 7), (1, 7), (1, 8), (2, 8), (3, 8)]","[(0, 7), (1, 7), (1, 8), (2, 8), (3, 8)]","[(0, 7), (1, 7), (1, 8), (2, 8), (3, 8)]"
504,0.7,"(38, 26)","(13, 16)","(25, 17)",0,0,0,0,0,15,28,28,28,"[(38, 25), (37, 25), (37, 24), (37, 23), (37, 22), (37, 21), (37, 20), (37, 19), (36, 19), (35, 19), (35, 20), (34, 20), (33, 20), (32, 20), (31, 20)]","[(38, 25), (37, 25), (37, 24), (36, 24), (35, 24), (34, 24), (34, 25), (34, 26), (34, 27), (33, 27), (33, 28), (32, 28), (31, 28), (30, 28), (29, 28), (28, 28), (27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (23, 27), (22, 27), (21, 27), (21, 28), (20, 28), (19, 28), (19, 29)]","[(38, 25), (37, 25), (37, 24), (36, 24), (35, 24), (34, 24), (34, 25), (34, 26), (34, 27), (33, 27), (33, 28), (32, 28), (31, 28), (30, 28), (29, 28), (28, 28), (27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (23, 27), (22, 27), (21, 27), (21, 28), (20, 28), (19, 28), (19, 29)]","[(38, 27), (38, 28), (38, 29), (38, 30), (37, 30), (36, 30), (35, 30), (34, 30), (33, 30), (32, 30), (31, 30), (30, 30), (29, 30), (28, 30), (27, 30), (27, 29), (27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (23, 27), (22, 27), (21, 27), (21, 28), (20, 28), (19, 28), (19, 29)]"
505,0.1,"(18, 24)","(31, 5)","(22, 11)",1,1,1,1,1,36,36,36,50,"[(18, 23), (18, 22), (18, 21), (18, 20), (18, 19), (19, 19), (19, 18), (20, 18), (21, 18), (22, 18), (23, 18), (24, 18), (24, 17), (25, 17), (25, 16), (26, 16), (27, 16), (27, 15), (28, 15), (28, 14), (28, 13), (28, 12), (27, 12), (27, 11), (26, 11), (26, 10), (26, 9), (27, 9), (27, 8), (27, 7), (28, 7), (29, 7), (30, 7), (30, 6), (31, 6), (31, 5)]","[(18, 23), (18, 22), (18, 21), (18, 20), (18, 19), (19, 19), (19, 18), (20, 18), (21, 18), (22, 18), (23, 18), (24, 18), (24, 17), (25, 17), (25, 16), (26, 16), (27, 16), (27, 15), (28, 15), (28, 14), (28, 13), (28, 12), (27, 12), (27, 11), (26, 11), (26, 10), (26, 9), (27, 9), (27, 8), (27, 7), (28, 7), (29, 7), (30, 7), (30, 6), (31, 6), (31, 5)]","[(18, 23), (18, 22), (18, 21), (18, 20), (18, 19), (19, 19), (19, 18), (20, 18), (21, 18), (22, 18), (23, 18), (24, 18), (24, 17), (25, 17), (25, 16), (26, 16), (27, 16), (27, 15), (28, 15), (28, 14), (28, 13), (28, 12), (27, 12), (27, 11), (26, 11), (26, 10), (26, 9), (27, 9), (27, 8), (27, 7), (28, 7), (29, 7), (30, 7), (30, 6), (31, 6), (31, 5)]","[(19, 24), (19, 25), (20, 25), (20, 26), (21, 26), (22, 26), (23, 26), (23, 25), (24, 25), (24, 24), (24, 23), (25, 23), (26, 23), (26, 22), (27, 22), (28, 22), (29, 22), (30, 22), (31, 22), (32, 22), (33, 22), (34, 22), (35, 22), (36, 22), (37, 22), (37, 21), (37, 20), (37, 19), (37, 18), (37, 17), (36, 17), (36, 16), (36, 15), (36, 14), (36, 13), (36, 12), (36, 11), (37, 11), (37, 10), (37, 9), (36, 9), (36, 8), (36, 7), (36, 6), (35, 6), (34, 6), (34, 5), (33, 5), (32, 5), (31, 5)]"
506,0.9,"(38, 27)","(21, 9)","(24, 19)",0,0,0,0,0,16,16,16,16,"[(38, 26), (39, 26), (39, 25), (39, 24), (39, 23), (39, 22), (39, 21), (38, 21), (37, 21), (37, 20), (36, 20), (36, 19), (36, 18), (36, 17), (36, 16), (35, 16)]","[(38, 26), (39, 26), (39, 25), (39, 24), (39, 23), (39, 22), (39, 21), (38, 21), (37, 21), (37, 20), (36, 20), (36, 19), (36, 18), (36, 17), (36, 16), (35, 16)]","[(38, 26), (39, 26), (39, 25), (39, 24), (39, 23), (39, 22), (39, 21), (38, 21), (37, 21), (37, 20), (36, 20), (36, 19), (36, 18), (36, 17), (36, 16), (35, 16)]","[(38, 26), (39, 26), (39, 25), (39, 24), (39, 23), (39, 22), (39, 21), (38, 21), (37, 21), (37, 20), (36, 20), (36, 19), (36, 18), (36, 17), (36, 16), (35, 16)]"
507,0.8,"(32, 7)","(20, 20)","(0, 0)",1,1,1,1,1,25,25,25,25,"[(31, 7), (31, 8), (30, 8), (29, 8), (28, 8), (28, 9), (28, 10), (27, 10), (26, 10), (26, 11), (25, 11), (24, 11), (24, 12), (24, 13), (23, 13), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (21, 19), (21, 20), (20, 20)]","[(31, 7), (31, 8), (30, 8), (29, 8), (28, 8), (28, 9), (28, 10), (27, 10), (26, 10), (26, 11), (25, 11), (24, 11), (24, 12), (24, 13), (23, 13), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (21, 19), (21, 20), (20, 20)]","[(31, 7), (31, 8), (30, 8), (29, 8), (28, 8), (28, 9), (28, 10), (27, 10), (26, 10), (26, 11), (25, 11), (24, 11), (24, 12), (24, 13), (23, 13), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (21, 19), (21, 20), (20, 20)]","[(32, 8), (32, 9), (32, 10), (32, 11), (31, 11), (31, 12), (31, 13), (31, 14), (31, 15), (30, 15), (29, 15), (29, 16), (28, 16), (27, 16), (27, 17), (27, 18), (27, 19), (26, 19), (25, 19), (24, 19), (24, 20), (23, 20), (22, 20), (21, 20), (20, 20)]"
508,0.25,"(24, 5)","(11, 10)","(31, 1)",1,1,1,1,1,28,28,28,28,"[(24, 6), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (22, 10), (22, 11), (21, 11), (20, 11), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (15, 14), (14, 14), (14, 13), (13, 13), (12, 13), (11, 13), (11, 12), (11, 11), (11, 10)]","[(24, 6), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (22, 10), (22, 11), (21, 11), (20, 11), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (15, 14), (14, 14), (14, 13), (13, 13), (12, 13), (11, 13), (11, 12), (11, 11), (11, 10)]","[(24, 6), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (22, 10), (22, 11), (21, 11), (20, 11), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (15, 14), (14, 14), (14, 13), (13, 13), (12, 13), (11, 13), (11, 12), (11, 11), (11, 10)]","[(24, 6), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (22, 10), (22, 11), (21, 11), (20, 11), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (15, 14), (14, 14), (14, 13), (13, 13), (12, 13), (11, 13), (11, 12), (11, 11), (11, 10)]"
509,0.45,"(31, 26)","(23, 17)","(21, 33)",1,1,1,1,1,19,19,19,19,"[(31, 25), (30, 25), (29, 25), (28, 25), (28, 24), (28, 23), (27, 23), (27, 22), (27, 21), (27, 20), (26, 20), (25, 20), (24, 20), (23, 20), (23, 19), (22, 19), (22, 18), (22, 17), (23, 17)]","[(31, 25), (30, 25), (29, 25), (28, 25), (28, 24), (28, 23), (27, 23), (27, 22), (27, 21), (27, 20), (26, 20), (25, 20), (24, 20), (23, 20), (23, 19), (22, 19), (22, 18), (22, 17), (23, 17)]","[(31, 25), (30, 25), (29, 25), (28, 25), (28, 24), (28, 23), (27, 23), (27, 22), (27, 21), (27, 20), (26, 20), (25, 20), (24, 20), (23, 20), (23, 19), (22, 19), (22, 18), (22, 17), (23, 17)]","[(31, 25), (30, 25), (30, 24), (29, 24), (29, 23), (28, 23), (27, 23), (27, 22), (27, 21), (27, 20), (26, 20), (25, 20), (24, 20), (23, 20), (23, 19), (22, 19), (22, 18), (22, 17), (23, 17)]"
510,0.85,"(34, 5)","(18, 4)","(15, 23)",1,1,1,1,1,23,23,23,23,"[(33, 5), (33, 4), (33, 3), (32, 3), (32, 2), (31, 2), (30, 2), (30, 3), (29, 3), (29, 4), (28, 4), (27, 4), (26, 4), (25, 4), (25, 5), (24, 5), (23, 5), (23, 4), (22, 4), (21, 4), (20, 4), (19, 4), (18, 4)]","[(33, 5), (33, 4), (33, 3), (32, 3), (32, 2), (31, 2), (30, 2), (30, 3), (29, 3), (29, 4), (28, 4), (27, 4), (26, 4), (25, 4), (25, 5), (24, 5), (23, 5), (23, 4), (22, 4), (21, 4), (20, 4), (19, 4), (18, 4)]","[(33, 5), (33, 4), (33, 3), (32, 3), (32, 2), (31, 2), (30, 2), (30, 3), (29, 3), (29, 4), (28, 4), (27, 4), (26, 4), (25, 4), (25, 5), (24, 5), (23, 5), (23, 4), (22, 4), (21, 4), (20, 4), (19, 4), (18, 4)]","[(33, 5), (33, 4), (33, 3), (32, 3), (32, 2), (31, 2), (30, 2), (30, 3), (29, 3), (29, 4), (28, 4), (27, 4), (26, 4), (25, 4), (25, 5), (24, 5), (23, 5), (23, 4), (22, 4), (21, 4), (20, 4), (19, 4), (18, 4)]"
511,0.6,"(33, 11)","(5, 32)","(39, 14)",1,1,1,1,1,51,51,51,51,"[(32, 11), (31, 11), (31, 12), (30, 12), (29, 12), (28, 12), (28, 13), (27, 13), (26, 13), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (22, 15), (22, 16), (22, 17), (21, 17), (21, 18), (21, 19), (20, 19), (20, 20), (20, 21), (19, 21), (19, 22), (19, 23), (18, 23), (18, 24), (17, 24), (16, 24), (15, 24), (14, 24), (14, 23), (13, 23), (12, 23), (11, 23), (11, 24), (11, 25), (11, 26), (10, 26), (10, 27), (9, 27), (8, 27), (8, 28), (7, 28), (6, 28), (6, 29), (6, 30), (6, 31), (6, 32), (5, 32)]","[(32, 11), (31, 11), (31, 12), (30, 12), (29, 12), (28, 12), (28, 13), (27, 13), (26, 13), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (22, 15), (22, 16), (22, 17), (21, 17), (21, 18), (21, 19), (20, 19), (20, 20), (20, 21), (19, 21), (19, 22), (19, 23), (18, 23), (18, 24), (17, 24), (16, 24), (15, 24), (14, 24), (14, 23), (13, 23), (12, 23), (11, 23), (11, 24), (11, 25), (11, 26), (10, 26), (10, 27), (9, 27), (8, 27), (8, 28), (7, 28), (6, 28), (6, 29), (6, 30), (6, 31), (6, 32), (5, 32)]","[(32, 11), (31, 11), (31, 12), (30, 12), (29, 12), (28, 12), (28, 13), (27, 13), (26, 13), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (22, 15), (22, 16), (22, 17), (21, 17), (21, 18), (21, 19), (20, 19), (20, 20), (20, 21), (19, 21), (19, 22), (19, 23), (18, 23), (18, 24), (17, 24), (16, 24), (15, 24), (14, 24), (14, 23), (13, 23), (12, 23), (11, 23), (11, 24), (11, 25), (11, 26), (10, 26), (10, 27), (9, 27), (8, 27), (8, 28), (7, 28), (6, 28), (6, 29), (6, 30), (6, 31), (6, 32), (5, 32)]","[(32, 11), (31, 11), (31, 12), (30, 12), (29, 12), (28, 12), (28, 13), (27, 13), (26, 13), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (22, 15), (22, 16), (22, 17), (21, 17), (21, 18), (21, 19), (20, 19), (20, 20), (20, 21), (19, 21), (19, 22), (19, 23), (18, 23), (18, 24), (17, 24), (16, 24), (15, 24), (14, 24), (14, 23), (13, 23), (12, 23), (11, 23), (11, 24), (11, 25), (11, 26), (10, 26), (10, 27), (9, 27), (8, 27), (8, 28), (7, 28), (6, 28), (6, 29), (6, 30), (6, 31), (6, 32), (5, 32)]"
512,0.55,"(33, 30)","(15, 29)","(20, 3)",1,1,1,1,1,23,23,23,25,"[(33, 31), (32, 31), (31, 31), (30, 31), (30, 30), (29, 30), (28, 30), (27, 30), (27, 29), (26, 29), (25, 29), (24, 29), (23, 29), (22, 29), (22, 30), (21, 30), (20, 30), (19, 30), (18, 30), (17, 30), (16, 30), (15, 30), (15, 29)]","[(33, 31), (32, 31), (31, 31), (30, 31), (30, 30), (29, 30), (28, 30), (27, 30), (27, 29), (26, 29), (25, 29), (24, 29), (23, 29), (22, 29), (22, 30), (21, 30), (20, 30), (19, 30), (18, 30), (17, 30), (16, 30), (15, 30), (15, 29)]","[(33, 31), (32, 31), (31, 31), (30, 31), (30, 30), (29, 30), (28, 30), (27, 30), (27, 29), (26, 29), (25, 29), (24, 29), (23, 29), (22, 29), (22, 30), (21, 30), (20, 30), (19, 30), (18, 30), (17, 30), (16, 30), (15, 30), (15, 29)]","[(33, 29), (33, 28), (32, 28), (31, 28), (31, 29), (30, 29), (29, 29), (29, 30), (28, 30), (27, 30), (27, 29), (26, 29), (25, 29), (24, 29), (23, 29), (22, 29), (22, 30), (21, 30), (20, 30), (19, 30), (18, 30), (17, 30), (16, 30), (15, 30), (15, 29)]"
513,0.3,"(1, 11)","(35, 15)","(11, 26)",1,1,1,1,1,42,42,42,42,"[(2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (13, 11), (14, 11), (15, 11), (16, 11), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (24, 11), (25, 11), (26, 11), (26, 12), (26, 13), (27, 13), (27, 14), (27, 15), (28, 15), (29, 15), (30, 15), (30, 14), (31, 14), (32, 14), (33, 14), (34, 14), (34, 15), (35, 15)]","[(2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (13, 11), (14, 11), (15, 11), (16, 11), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (24, 11), (25, 11), (26, 11), (26, 12), (26, 13), (27, 13), (27, 14), (27, 15), (28, 15), (29, 15), (30, 15), (30, 14), (31, 14), (32, 14), (33, 14), (34, 14), (34, 15), (35, 15)]","[(2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (13, 11), (14, 11), (15, 11), (16, 11), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (24, 11), (25, 11), (26, 11), (26, 12), (26, 13), (27, 13), (27, 14), (27, 15), (28, 15), (29, 15), (30, 15), (30, 14), (31, 14), (32, 14), (33, 14), (34, 14), (34, 15), (35, 15)]","[(2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (13, 11), (14, 11), (15, 11), (16, 11), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (24, 11), (25, 11), (26, 11), (26, 12), (26, 13), (27, 13), (27, 14), (28, 14), (28, 15), (29, 15), (30, 15), (30, 14), (31, 14), (32, 14), (33, 14), (34, 14), (35, 14), (35, 15)]"
514,0.4,"(8, 5)","(36, 29)","(8, 3)",1,1,1,1,1,56,56,56,60,"[(9, 5), (10, 5), (10, 4), (11, 4), (12, 4), (13, 4), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 5), (19, 5), (19, 6), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (23, 8), (24, 8), (25, 8), (25, 9), (25, 10), (26, 10), (27, 10), (28, 10), (29, 10), (29, 11), (30, 11), (31, 11), (31, 12), (32, 12), (32, 13), (32, 14), (33, 14), (33, 15), (33, 16), (33, 17), (33, 18), (34, 18), (34, 19), (35, 19), (36, 19), (36, 20), (36, 21), (36, 22), (36, 23), (36, 24), (37, 24), (37, 25), (37, 26), (37, 27), (37, 28), (37, 29), (36, 29)]","[(9, 5), (10, 5), (10, 4), (11, 4), (12, 4), (13, 4), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 5), (19, 5), (19, 6), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (23, 8), (24, 8), (25, 8), (25, 9), (25, 10), (26, 10), (27, 10), (28, 10), (29, 10), (29, 11), (30, 11), (31, 11), (31, 12), (32, 12), (32, 13), (32, 14), (33, 14), (33, 15), (33, 16), (33, 17), (33, 18), (34, 18), (34, 19), (35, 19), (36, 19), (36, 20), (36, 21), (36, 22), (36, 23), (36, 24), (37, 24), (37, 25), (37, 26), (37, 27), (37, 28), (37, 29), (36, 29)]","[(9, 5), (10, 5), (10, 4), (11, 4), (12, 4), (13, 4), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 5), (19, 5), (19, 6), (19, 7), (20, 7), (21, 7), (22, 7), (23, 7), (23, 8), (24, 8), (25, 8), (25, 9), (25, 10), (26, 10), (27, 10), (28, 10), (29, 10), (29, 11), (30, 11), (31, 11), (31, 12), (32, 12), (32, 13), (32, 14), (33, 14), (33, 15), (33, 16), (33, 17), (33, 18), (34, 18), (34, 19), (35, 19), (36, 19), (36, 20), (36, 21), (36, 22), (36, 23), (36, 24), (37, 24), (37, 25), (37, 26), (37, 27), (37, 28), (37, 29), (36, 29)]","[(8, 6), (9, 6), (9, 7), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (15, 7), (16, 7), (17, 7), (17, 8), (17, 9), (17, 10), (18, 10), (18, 11), (19, 11), (19, 12), (20, 12), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (22, 17), (22, 18), (22, 19), (22, 20), (23, 20), (24, 20), (24, 21), (24, 22), (25, 22), (26, 22), (26, 23), (26, 24), (27, 24), (28, 24), (28, 25), (28, 26), (29, 26), (30, 26), (31, 26), (31, 27), (31, 28), (30, 28), (30, 29), (30, 30), (31, 30), (32, 30), (33, 30), (33, 31), (34, 31), (35, 31), (35, 30), (36, 30), (36, 29)]"
515,0.45,"(21, 4)","(7, 2)","(31, 26)",1,1,1,1,1,20,20,20,20,"[(21, 5), (20, 5), (20, 6), (19, 6), (18, 6), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5), (13, 5), (12, 5), (11, 5), (10, 5), (10, 4), (9, 4), (9, 3), (8, 3), (7, 3), (7, 2)]","[(21, 5), (20, 5), (20, 6), (19, 6), (18, 6), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5), (13, 5), (12, 5), (11, 5), (10, 5), (10, 4), (9, 4), (9, 3), (8, 3), (7, 3), (7, 2)]","[(21, 5), (20, 5), (20, 6), (19, 6), (18, 6), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5), (13, 5), (12, 5), (11, 5), (10, 5), (10, 4), (9, 4), (9, 3), (8, 3), (7, 3), (7, 2)]","[(21, 5), (20, 5), (20, 6), (19, 6), (18, 6), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5), (13, 5), (12, 5), (11, 5), (10, 5), (10, 4), (9, 4), (9, 3), (8, 3), (7, 3), (7, 2)]"
516,0.3,"(34, 19)","(2, 2)","(30, 39)",1,1,1,1,1,49,49,49,49,"[(34, 18), (34, 17), (34, 16), (34, 15), (33, 15), (32, 15), (32, 14), (31, 14), (31, 13), (30, 13), (30, 12), (29, 12), (28, 12), (27, 12), (27, 11), (26, 11), (25, 11), (24, 11), (23, 11), (22, 11), (21, 11), (20, 11), (19, 11), (19, 10), (18, 10), (17, 10), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (10, 9), (10, 8), (9, 8), (9, 7), (9, 6), (9, 5), (9, 4), (8, 4), (8, 3), (7, 3), (7, 2), (6, 2), (5, 2), (4, 2), (3, 2), (2, 2)]","[(34, 18), (34, 17), (34, 16), (34, 15), (33, 15), (32, 15), (32, 14), (31, 14), (31, 13), (30, 13), (30, 12), (29, 12), (28, 12), (27, 12), (27, 11), (26, 11), (25, 11), (24, 11), (23, 11), (22, 11), (21, 11), (20, 11), (19, 11), (19, 10), (18, 10), (17, 10), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (10, 9), (10, 8), (9, 8), (9, 7), (9, 6), (9, 5), (9, 4), (8, 4), (8, 3), (7, 3), (7, 2), (6, 2), (5, 2), (4, 2), (3, 2), (2, 2)]","[(34, 18), (34, 17), (34, 16), (34, 15), (33, 15), (32, 15), (32, 14), (31, 14), (31, 13), (30, 13), (30, 12), (29, 12), (28, 12), (27, 12), (27, 11), (26, 11), (25, 11), (24, 11), (23, 11), (22, 11), (21, 11), (20, 11), (19, 11), (19, 10), (18, 10), (17, 10), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (10, 9), (10, 8), (9, 8), (9, 7), (9, 6), (9, 5), (9, 4), (8, 4), (8, 3), (7, 3), (7, 2), (6, 2), (5, 2), (4, 2), (3, 2), (2, 2)]","[(34, 18), (34, 17), (34, 16), (34, 15), (33, 15), (33, 14), (33, 13), (32, 13), (32, 12), (32, 11), (31, 11), (31, 10), (31, 9), (30, 9), (29, 9), (29, 8), (28, 8), (27, 8), (27, 7), (26, 7), (25, 7), (25, 6), (24, 6), (23, 6), (22, 6), (21, 6), (20, 6), (20, 5), (19, 5), (18, 5), (17, 5), (16, 5), (15, 5), (14, 5), (13, 5), (12, 5), (11, 5), (11, 4), (10, 4), (9, 4), (8, 4), (8, 3), (7, 3), (7, 2), (6, 2), (5, 2), (4, 2), (3, 2), (2, 2)]"
